customer_id,adopted_new_product
C86772-266959,0
C73947-177958,1
C82850-631393,0
C79734-634498,1
C28351-750551,0
C26045-828750,1
C32317-253131,0
C8408-950628,1
C6049-900103,0
C52090-25143,1
C1250-686733,0
C89580-848261,1
C74840-158110,0
C66717-320880,0
C94941-461165,0
C16996-483196,1
C46275-297417,0
C7905-806129,0
C5337-432746,0
C20156-76962,0
C45643-940805,0
C56656-409323,1
C13600-44023,0
C53322-19075,0
C29475-903219,1
C9762-980158,0
C17064-853207,0
C73766-329087,0
C85167-730546,0
C67315-864008,0
C69142-789714,1
C13384-806717,0
C72889-208572,1
C84764-697056,0
C93568-411975,1
C44178-929053,1
C78932-705723,0
C51393-373937,1
C96081-663669,0
C78881-590464,1
C29224-202504,0
C95535-624585,0
C44019-814807,0
C94858-453000,0
C91847-34572,0
C62852-954806,0
C56673-42899,0
C59201-717809,0
C26746-489672,0
C23149-362684,1
C98216-797701,0
C97479-191555,1
C68485-653630,0
C40258-167745,1
C65517-866840,1
C23389-162961,0
C9923-114860,1
C60260-746770,0
C42075-84540,0
C9640-537819,0
C52091-779176,0
C31077-900300,1
C94804-832247,1
C88323-191502,0
C60990-819949,1
C59375-118206,1
C12038-392283,0
C35295-11383,0
C91780-45138,0
C4100-325353,0
C93710-839632,1
C38404-58243,0
C69549-814653,1
C83086-849891,0
C89743-172595,0
C38594-791280,1
C12261-939226,0
C92758-291901,1
C93108-872416,1
C94397-700340,0
C25451-841929,0
C88768-349505,1
C15405-425884,0
C75453-106988,0
C66053-950983,0
C57558-782974,1
C89688-225833,0
C38613-605260,0
C11438-530095,0
C7643-704867,0
C33596-92469,0
C60792-676682,0
C89184-396491,0
C93020-322497,0
C44525-576003,0
C38856-671050,0
C35835-554924,1
C86099-410582,0
C18055-512605,1
C37941-35175,1
C70740-594540,0
C65610-914835,0
C35011-664136,0
C7457-428254,0
C32579-185950,0
C61576-600239,1
C20250-75045,0
C71280-152193,0
C68550-652339,0
C47059-865523,1
C50617-695260,1
C66334-880714,0
C47380-622064,1
C16879-544742,0
C73036-741413,0
C24566-990519,0
C37039-673009,0
C69996-375584,0
C82737-631907,0
C52034-569872,0
C64995-887871,0
C32407-781475,0
C54198-867128,1
C61021-761034,1
C5586-989936,0
C8435-463153,0
C87000-830356,0
C89212-226945,0
C97303-238565,0
C1162-869986,1
C84176-650363,1
C89880-360560,1
C21645-622017,1
C21789-589601,0
C88561-953766,1
C9448-434123,0
C23814-534778,0
C38202-367816,1
C90030-323342,0
C6901-397579,1
C72367-47192,0
C23725-443378,0
C82973-78562,0
C72692-294676,1
C77152-209861,0
C44361-254668,1
C1642-606634,1
C46832-706640,0
C50443-963614,0
C39181-983360,1
C62956-93809,0
C93205-458140,0
C19165-921506,1
C83560-86790,1
C88192-373752,0
C54793-129834,0
C27062-988490,0
C28395-66291,0
C13907-484671,0
C42448-658680,0
C26532-900205,0
C83385-853363,0
C57954-205455,1
C40362-793080,0
C37180-860515,0
C1424-535483,0
C36009-823226,0
C89439-556295,0
C19970-531855,0
C34678-871342,0
C72224-881239,0
C26890-812273,0
C25389-640674,1
C55229-808428,1
C93814-612936,0
C94346-659645,0
C44582-780048,1
C86288-965898,0
C4848-657507,1
C86869-733777,0
C3809-227115,1
C30455-970570,0
C55871-216183,0
C57899-331767,0
C13216-197042,1
C25570-610056,0
C42444-103613,1
C43018-249022,0
C52324-198390,0
C39398-50749,1
C80319-15533,0
C61729-426306,0
C66140-964073,0
C99618-341200,1
C28116-150902,0
C24060-89961,1
C82948-290223,1
C36495-202216,0
C34720-625499,0
C93145-861601,1
C93496-720886,0
C21832-411560,1
C30454-157331,0
C52628-202390,1
C38513-365625,1
C52738-352979,0
C68966-887092,0
C24604-348557,0
C7214-341517,0
C11123-918132,1
C29803-771033,0
C9437-933381,0
C46527-653509,0
C61629-142135,0
C84765-151579,0
C32021-102658,0
C27455-794244,0
C4935-657354,0
C20259-987000,0
C38188-993983,1
C78852-100362,0
C55384-66053,0
C35647-401937,0
C45545-143007,0
C5813-741070,0
C56278-482461,0
C49507-585908,0
C70440-605613,0
C51090-516210,0
C75772-536351,1
C65645-550991,0
C84891-944277,0
C56670-366522,1
C95184-369487,1
C37992-793637,0
C61913-628845,0
C27812-311910,0
C8515-820385,1
C23933-377046,1
C20409-604972,0
C7070-72769,1
C72574-56397,0
C86804-552940,0
C46640-458756,1
C20484-700666,1
C75980-129532,0
C484-501936,0
C504-96042,1
C41043-302811,0
C48026-554190,0
C29289-150592,0
C12863-936483,1
C18484-660268,0
C60200-227250,0
C98242-171484,0
C9960-175311,0
C80742-504332,1
C50712-902368,0
C23624-763694,0
C11016-295755,1
C53430-153924,0
C13556-908896,1
C56497-422187,0
C38865-552605,0
C57191-266429,1
C22049-133878,0
C70180-673618,0
C37844-258085,0
C45643-197687,0
C92293-833711,0
C7339-972234,0
C14589-790071,0
C61977-909601,0
C43225-428966,0
C94174-587556,1
C32149-807613,0
C43044-698355,0
C37726-718794,0
C42908-881645,0
C88564-743366,1
C53971-560044,0
C19298-278293,0
C19858-638111,1
C15354-266335,0
C44338-361077,0
C1352-414615,0
C39864-265866,1
C77809-530674,1
C92334-944605,0
C59594-241300,0
C81417-665050,0
C65315-48940,0
C78687-965487,1
C7049-794880,0
C55493-829768,0
C73653-659540,0
C7041-124086,1
C23486-995287,0
C61986-430990,0
C83351-796667,0
C94556-305462,0
C53513-686670,1
C56900-916134,0
C42418-418696,0
C70273-309300,0
C70490-151271,1
C39911-701405,0
C55579-91971,0
C85492-717879,0
C87469-880365,0
C92805-316902,0
C73577-537152,0
C12115-939880,0
C45102-524636,1
C6354-209010,1
C17244-735136,0
C24314-759435,1
C80819-988965,0
C6190-712021,0
C22515-409717,0
C24171-178699,1
C58343-24108,0
C75797-850825,0
C28832-261111,0
C24054-224620,0
C57208-56743,1
C36768-223008,0
C23161-880509,0
C79352-90024,1
C39849-666953,1
C17007-791967,1
C18877-155775,1
C91965-927094,0
C23724-593314,0
C23421-721521,1
C10588-322809,0
C22674-808011,0
C5340-646567,0
C43321-757222,0
C10578-607794,0
C55745-364631,1
C19362-195463,0
C4532-565143,0
C95357-281443,1
C64391-330003,1
C79814-704270,1
C87831-236640,0
C82658-32322,1
C155-305756,0
C8817-681217,1
C28799-475213,1
C73786-678409,0
C67761-747387,0
C44347-222680,1
C16848-668086,0
C4721-238733,1
C15134-754258,0
C5226-165897,0
C18130-761063,1
C82938-35043,0
C55758-631899,1
C38738-555704,1
C67167-43869,1
C88969-742688,1
C34774-204547,1
C35954-753893,0
C46371-735758,0
C38618-126055,1
C10367-153648,0
C50548-277719,1
C95562-119023,0
C6329-557511,0
C56893-943704,0
C48015-859970,1
C4732-390067,1
C3696-993015,0
C6268-665625,1
C73894-325473,1
C26834-675054,0
C6471-134478,0
C80005-231434,1
C13010-755403,1
C73579-648607,1
C77835-678960,0
C23375-172199,1
C72374-27270,1
C81549-683527,0
C60104-119281,0
C84759-641219,1
C54653-664352,0
C48547-389190,1
C34629-375471,0
C75803-124731,1
C76190-388454,0
C17360-548700,0
C3912-866186,1
C58756-271933,0
C27385-562903,0
C92536-835845,0
C72403-621343,0
C27239-916148,1
C14018-170406,0
C85755-539059,1
C27546-540388,1
C13146-680495,1
C24918-591786,1
C4424-667497,0
C76423-266195,0
C9211-568227,0
C38210-242332,1
C41527-85225,1
C79679-803795,0
C28846-758478,1
C87986-407060,0
C217-182959,0
C84571-626023,0
C13334-207413,1
C53541-689766,0
C946-824558,0
C11054-726239,0
C79339-274016,1
C46614-562852,0
C88336-814606,1
C97679-930672,1
C6569-292142,1
C42201-290250,0
C92022-582840,0
C49476-225998,0
C45687-720202,0
C67684-772437,1
C1928-457007,1
C2017-130489,0
C32354-533471,0
C47462-610353,0
C20228-60113,0
C59483-827520,1
C65645-106409,0
C82280-505930,0
C2319-989230,1
C39909-909224,1
C8612-884993,0
C1442-954456,0
C63176-827416,0
C93170-515453,0
C26714-375693,0
C93889-336902,0
C42178-733133,0
C83624-298906,0
C12319-296483,0
C67544-635470,1
C70892-471100,0
C65541-667493,0
C84655-284787,0
C73798-309417,0
C5515-962706,0
C36259-113743,1
C6051-825246,0
C87488-136048,0
C58696-957800,1
C30623-593972,1
C88961-690469,0
C15624-221781,0
C20711-494290,0
C14160-547941,0
C83085-510405,1
C84156-701908,1
C59307-680039,0
C29387-695810,0
C93809-365069,1
C12054-895619,0
C73440-781280,0
C72201-222331,0
C87162-220922,1
C18674-992485,1
C9284-335162,0
C19196-502413,1
C67828-564035,0
C11346-124027,1
C45658-456963,0
C36555-654913,1
C4118-379255,0
C41257-835529,1
C92838-366246,1
C96746-924216,0
C83222-113994,0
C24619-327339,0
C96909-498582,0
C87587-189694,0
C56919-290046,0
C81010-89494,1
C59479-842116,0
C1022-441641,0
C98823-351631,0
C51456-180965,0
C10889-132579,0
C66756-992056,1
C44128-436747,1
C64584-869113,1
C32254-955471,0
C2436-31040,1
C67879-162534,0
C19129-359243,0
C59301-376402,1
C43972-361952,1
C46297-485433,0
C55280-781004,0
C23810-11247,1
C72007-246691,0
C71995-976608,0
C64535-500277,1
C20203-874868,0
C64872-689301,1
C14482-579707,0
C84391-966424,0
C20709-903364,1
C39766-431464,1
C75783-630204,1
C99197-108872,0
C71415-426783,0
C14253-986630,1
C76425-18879,1
C13099-787495,0
C55418-431297,0
C914-96658,0
C76177-997031,0
C90574-946688,1
C2543-693122,0
C76093-179279,1
C17468-299086,1
C15428-944291,0
C57042-693401,1
C91851-833050,1
C99231-324739,1
C27406-357474,1
C85551-327165,0
C40015-163592,1
C37319-633643,1
C80979-729558,1
C64744-938756,0
C52429-679765,0
C27732-432355,0
C55276-958275,0
C69004-593216,1
C3897-84684,0
C13818-641293,1
C34660-408025,1
C76689-214804,0
C1745-631348,0
C19356-598198,1
C53273-826447,0
C37530-869584,0
C63474-704777,1
C68344-173478,0
C11794-352205,1
C75160-740469,0
C97516-260197,0
C13324-982223,0
C25250-146192,1
C63831-863541,1
C73609-862381,1
C8170-394369,1
C8766-989205,1
C57861-21521,1
C36468-504559,0
C6883-852131,0
C42014-680250,0
C79126-56919,0
C67626-156327,1
C70935-930244,0
C45865-140194,0
C20056-460929,0
C46340-350300,1
C37248-119528,1
C94370-598333,1
C4857-508813,1
C19197-49505,0
C10495-42206,0
C27796-420906,0
C70580-751981,1
C19916-917624,1
C25017-767150,1
C96831-594295,1
C21666-999658,0
C75552-50899,1
C62923-35017,0
C20906-452829,0
C75620-846225,0
C1859-331804,0
C92474-141913,0
C33819-864593,1
C58166-84747,0
C2817-277587,1
C59776-545861,0
C28052-640526,0
C86544-753032,0
C42560-113273,1
C72947-316890,0
C93707-925471,0
C89206-83576,1
C18549-779094,0
C38358-878221,1
C6745-630455,0
C26837-20010,0
C65255-990750,1
C52587-776547,1
C40906-379352,0
C48870-16600,0
C78723-638201,0
C75729-776937,0
C52703-883397,1
C82074-341725,1
C85482-587652,0
C81344-572395,1
C76634-532142,0
C30778-893253,0
C76318-190964,0
C63330-66787,0
C74155-214373,0
C56473-115430,1
C31580-407823,0
C85330-464363,0
C68936-173885,0
C72358-748253,0
C40086-409407,1
C79211-274687,1
C65029-809271,0
C73606-746356,0
C35011-484515,0
C87227-494750,1
C31921-641672,0
C75139-145495,0
C60635-643059,1
C84558-871270,1
C12275-333772,1
C54871-824523,0
C87025-148641,0
C66458-487035,0
C17427-591028,1
C47157-213999,0
C6250-545702,1
C4525-483499,1
C60600-351643,1
C53494-26705,0
C20179-85871,0
C13959-478194,0
C50560-925008,0
C8805-697623,0
C23336-707383,1
C88055-932523,0
C85614-346966,0
C99813-373726,1
C95014-927978,0
C77018-686539,0
C14696-238047,0
C33672-931601,1
C78857-417922,0
C63297-214396,1
C17871-711624,0
C45748-961508,1
C48385-318298,0
C19163-503684,0
C67742-340514,0
C90193-47509,0
C86243-148823,0
C37699-796694,0
C52020-748079,1
C28629-419225,0
C27956-939096,1
C2673-153271,0
C78444-242546,0
C60874-348884,0
C23852-313653,0
C55129-393622,0
C56061-904569,0
C74632-207244,0
C82094-49858,0
C56233-377613,0
C92301-715789,0
C38343-90759,0
C57484-66156,0
C31753-186914,1
C26757-120658,1
C40052-996283,0
C22280-977619,0
C97532-561786,0
C78511-872307,1
C48856-181134,0
C16825-833247,1
C61496-64770,0
C51326-74232,1
C81282-172590,0
C29502-660842,0
C4363-373767,0
C96623-10752,0
C46928-958557,0
C48024-527582,0
C59152-89019,1
C29473-414014,1
C36497-845970,0
C86245-925328,1
C61220-734590,1
C19350-176664,0
C21272-924267,1
C11655-827726,0
C87510-432497,0
C78717-421676,1
C53376-345866,0
C57592-185753,0
C53102-541102,0
C89699-672692,1
C72455-802391,1
C91348-787015,0
C24862-195087,0
C11146-238153,0
C28869-770579,0
C53402-199400,0
C23250-627567,0
C4953-89162,0
C94713-712947,0
C21892-715152,1
C59229-316293,0
C74578-775903,0
C12212-969886,0
C24158-682279,0
C38990-649503,0
C66117-893541,0
C47404-554790,1
C1624-464638,1
C15148-787578,0
C35211-383310,1
C38004-289944,0
C55012-439860,0
C160-567051,1
C74766-720472,0
C55437-67557,1
C13450-19112,1
C24454-920202,0
C45286-954543,0
C28245-543432,1
C86223-50472,1
C75286-620874,1
C85569-660276,0
C51574-570855,0
C91848-468314,0
C69726-649784,0
C7060-914119,0
C35872-826150,0
C21620-799462,0
C57234-491033,1
C20591-788664,1
C1441-174089,0
C90427-146545,0
C71531-711004,0
C12354-20566,0
C51960-242115,0
C1850-19819,0
C54856-155788,0
C68057-540892,1
C58153-700463,1
C70955-909061,0
C55861-14803,1
C62652-551060,0
C77554-848546,1
C90700-431792,0
C28035-846964,0
C37741-965306,1
C70442-869963,0
C12282-845739,0
C87933-454574,0
C94557-551029,0
C44913-421419,0
C8920-262894,0
C69868-897246,1
C73643-695928,1
C83541-482557,0
C95034-439609,0
C36162-451012,1
C54337-18741,0
C25610-136809,0
C19526-644153,1
C37365-767025,0
C66250-268065,0
C87412-225969,0
C89713-862284,0
C52475-681099,0
C35535-473121,1
C79045-323943,0
C95502-342465,1
C3083-559582,0
C97341-47376,0
C20762-702001,1
C23610-465768,1
C78287-861961,1
C41098-719940,0
C94171-185881,1
C6740-698750,0
C44647-584245,0
C7664-164616,1
C27445-94953,0
C94323-266565,0
C79373-773259,0
C74959-299679,1
C80865-972644,1
C52493-580224,0
C66181-34933,1
C29530-669803,1
C75632-147833,0
C27888-735794,0
C48643-179583,0
C69446-960066,1
C96222-111235,0
C16471-555254,1
C45184-586802,0
C29729-626297,1
C51284-454812,0
C62016-586871,0
C74072-214035,1
C62287-482897,0
C85531-259919,1
C58706-28796,1
C3530-769169,0
C12776-621559,1
C10916-483383,0
C85780-565672,0
C34033-97931,0
C25051-276637,0
C34901-322727,1
C33013-97562,1
C40700-268265,0
C57875-914964,0
C90916-484054,0
C90193-387419,0
C4594-161797,0
C80788-452623,1
C89531-746184,0
C74791-262796,1
C97519-649327,0
C67464-594960,1
C97759-90743,0
C37673-326803,1
C906-352777,0
C56738-234344,1
C29857-972231,0
C34736-535249,0
C80197-391372,0
C48380-591161,1
C24362-550002,0
C62311-164130,0
C54942-214439,1
C57079-802040,0
C38297-464122,1
C41944-39946,0
C64854-854366,0
C34257-30303,1
C77229-586560,0
C40142-829501,0
C27476-719325,0
C55654-845007,1
C14299-711284,0
C81512-183426,0
C51048-649267,1
C73881-660529,0
C72850-864864,0
C66362-862326,0
C46700-18762,0
C76998-242372,0
C18397-146419,1
C30548-266071,0
C26272-60989,0
C42974-971459,0
C84486-979719,1
C26785-680201,1
C24678-943165,1
C28931-467750,0
C8006-767244,0
C61513-334866,0
C54128-795283,1
C7387-692807,1
C33760-307042,0
C75858-48163,0
C60604-156713,0
C59820-489274,0
C34801-335575,0
C83400-122960,0
C17774-893152,0
C83660-665623,1
C23974-359260,1
C43742-40318,1
C65260-560076,1
C17702-27891,0
C88901-764612,0
C94477-839969,0
C64872-861880,0
C58862-752064,1
C50206-618591,0
C25659-818896,0
C69769-341075,1
C80299-451826,0
C21854-282668,1
C4072-673620,1
C70931-238862,1
C41973-395934,0
C94761-355087,1
C3120-803601,1
C41855-140253,0
C86056-509471,0
C87088-561715,0
C45748-770373,0
C2496-979235,0
C19229-702331,1
C1691-413599,1
C11403-840756,1
C30661-106890,1
C99716-484125,0
C7414-845083,0
C19723-834532,1
C67775-975529,1
C96926-168680,1
C83724-470737,0
C33230-376761,0
C97724-944201,1
C26392-736956,0
C86306-391447,0
C69374-485854,1
C54047-309886,0
C22634-997624,0
C63720-802291,1
C48974-696453,0
C74653-145989,0
C68444-713927,1
C54402-563698,0
C78349-594921,1
C36609-445395,1
C42634-155706,0
C92341-349447,1
C18887-234088,0
C48945-571368,0
C58032-804045,0
C33162-940105,0
C75813-194011,0
C87363-852239,1
C95856-802522,0
C60561-59504,0
C66772-551793,0
C32066-641131,0
C13087-637909,0
C37411-728496,0
C63952-943171,1
C76342-436360,0
C29357-713669,1
C87372-902492,0
C42307-779266,0
C61346-574834,0
C1535-560551,0
C98975-290637,0
C91457-699004,0
C5184-97802,0
C13607-100495,1
C72695-950254,1
C83907-972407,0
C45639-319163,0
C7591-721006,0
C50292-434084,0
C63988-872252,0
C73709-955696,0
C21053-609082,1
C77019-495155,0
C67989-917571,0
C23921-16744,0
C37667-309360,1
C24960-763880,0
C77575-525424,1
C90974-672204,0
C87366-307266,1
C21527-452284,1
C27183-554265,0
C87146-309223,1
C57472-255911,1
C7913-76447,0
C93206-736114,0
C29341-179523,1
C96314-839345,1
C11845-167549,1
C26129-766621,0
C13125-118337,0
C6640-131043,1
C97868-366778,0
C82058-281269,1
C68978-135578,1
C41946-405055,0
C17582-673179,0
C23511-302736,1
C51075-858132,1
C60645-956097,0
C3193-152966,0
C77358-24920,0
C22142-467984,1
C53030-902225,1
C44513-628630,0
C93723-752486,0
C97983-756301,0
C33856-992519,0
C39314-772356,0
C81971-361835,1
C28702-250471,0
C53431-231003,0
C49001-651457,1
C63516-389323,0
C32296-228523,0
C5726-614478,1
C7524-499973,0
C12957-141649,0
C77061-169268,0
C26531-63558,0
C85076-147658,0
C82811-728945,1
C38258-840437,0
C23119-235174,1
C85630-743167,1
C21663-589913,0
C39441-91270,0
C5876-860800,0
C36544-32743,0
C74418-292564,1
C30807-864993,0
C39210-226918,0
C61888-151048,1
C82979-932130,0
C5755-383570,0
C15351-158974,0
C68860-630301,0
C47937-329557,0
C11636-792395,1
C28641-83358,0
C79183-677515,0
C51127-938541,1
C8812-438638,0
C65555-293916,1
C82603-827922,1
C29859-385614,1
C26689-748470,0
C29109-442083,0
C62146-171809,0
C41788-52162,1
C64388-778894,1
C20681-868897,1
C52748-229371,0
C50030-223913,0
C33081-426539,0
C69398-474897,1
C46267-125964,1
C75404-288999,0
C43508-724609,0
C39599-649559,0
C52369-73669,0
C74419-258734,0
C95417-350564,1
C48887-47473,0
C35588-628993,0
C74763-590219,0
C22531-731547,0
C61781-460580,0
C63583-639219,1
C6468-983213,1
C27524-430782,0
C83969-402743,1
C88752-505170,0
C57085-205174,1
C50169-136608,0
C52426-464390,0
C81161-69356,1
C98493-459379,0
C50961-104236,1
C75997-689303,1
C68677-602154,0
C9178-385986,1
C25103-779708,0
C62868-336668,1
C51147-353285,0
C71726-660222,0
C49886-659780,1
C84076-634553,1
C33420-186491,1
C64981-451380,1
C90927-465421,1
C26389-808341,0
C3489-48484,0
C25783-108988,1
C61650-910948,0
C24926-565776,1
C26730-896366,0
C98862-314688,0
C11753-808932,1
C28061-31379,1
C82041-446294,1
C74237-428480,1
C98918-257018,0
C56546-995697,1
C36977-762845,1
C80985-102905,1
C10426-234751,0
C1660-723150,0
C26845-827831,1
C31990-283037,1
C20122-420495,0
C52679-720884,0
C70416-652364,0
C83947-888886,1
C92547-996794,0
C16182-283716,1
C91294-299140,1
C9046-534888,1
C94342-83954,0
C45600-468015,1
C16409-179849,0
C55330-622471,0
C30127-989733,0
C72641-962106,1
C59421-260576,0
C1056-591224,0
C48008-641953,0
C78439-969764,1
C26063-757342,1
C99359-968930,1
C39163-757629,1
C4803-350036,0
C65228-790873,1
C72199-930110,0
C25949-150673,0
C31960-573153,0
C22115-208031,1
C43685-202779,0
C26117-387550,0
C76807-315358,0
C29526-828106,1
C17878-227604,0
C45341-513244,0
C42329-31323,0
C86752-90490,0
C48464-361237,1
C98933-378909,1
C57156-51653,1
C20075-390605,0
C26823-297537,0
C23379-972250,1
C11661-702774,0
C66161-173739,0
C88497-689844,0
C49253-831593,0
C27016-740544,0
C64424-619683,0
C50777-977546,1
C96159-777017,1
C94688-117755,0
C98417-814656,1
C70235-272834,0
C35146-820322,1
C47164-516630,1
C69450-326789,0
C45993-894723,0
C92252-116282,0
C67749-862406,0
C22027-874067,0
C86575-812688,0
C61467-797946,1
C98055-597454,0
C12688-704251,1
C44838-83260,1
C33497-780256,1
C82289-910086,1
C76467-830518,0
C71360-47577,1
C19916-646194,1
C42340-443115,0
C6376-31103,0
C79630-36587,0
C23599-128476,0
C82595-590516,1
C71735-356901,0
C85212-427560,0
C55304-403926,0
C71752-786097,1
C92424-717697,0
C92564-40650,0
C9947-805653,1
C26255-63996,0
C79771-115111,0
C83410-976681,0
C719-227035,0
C83294-440329,0
C50208-219175,0
C34807-494952,0
C20437-671050,0
C66604-175328,0
C47714-884067,0
C91528-748660,1
C91255-448951,0
C27520-19243,0
C80996-76763,0
C39130-270306,0
C1158-490931,1
C86313-175877,0
C76360-522507,1
C28504-989645,1
C9300-135695,0
C64278-48644,1
C25711-854597,0
C41335-597121,0
C1339-682133,1
C45372-146739,0
C89493-908568,1
C61312-53438,0
C56603-798835,0
C6738-221973,0
C6670-116390,1
C68885-578912,0
C79241-239194,0
C12215-504976,0
C39162-908990,0
C23011-343305,1
C78231-319683,0
C2069-883883,0
C43853-914889,1
C82911-31923,0
C4570-251963,0
C13769-831099,0
C37480-812619,0
C47514-384926,0
C15677-91820,1
C88109-919522,0
C55509-338220,1
C28725-910059,1
C81140-511303,1
C24189-854348,1
C65938-783215,0
C97099-199780,0
C94895-888735,1
C37308-495836,1
